TargetType,InstructorName,CourseNumber,CourseName,QuestionKey,QuestionHeader,RawText,TextClean,Label
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_e6a48d0e84,What aspects of this course would you like to see improved?,"I do understand why Java was chosen, because it forces you to get a bit more into the works of Computer Science, but I think python might also be a good option, looking towards the future, especially because of the resources that now exist supporting python.",understand [person] chosen forces get bit works [org] think python might also good option looking towards future especially resources exist supporting python,Neutral
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,Everything felt paced correctly.,everything felt paced correctly,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,It lets even beginners learn how to code in Java at a reasonable pace but still kept the more experienced coders engaged.,lets even beginners learn code [person] reasonable pace still kept experienced coders engaged,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"I liked a lot of the labs, I thought they were fun to code",liked lot labs thought fun code,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_e6a48d0e84,What aspects of this course would you like to see improved?,I wish I was also told not to use array lists on the array lab so I would've been better prepared for the final,wish also told not use array lists array lab would better prepared final,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,The classes were good at teaching me and it was fun to learn,classes good teaching fun learn,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_e6a48d0e84,What aspects of this course would you like to see improved?,More presented projects could be fun,presented projects could fun,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,We learned everything that we needed to know and it was taught in a way to make it easy to understand.,learned everything needed know taught way make easy understand,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked how it felt slightly laid back and was enjoyable while learning the foundations of coding.,liked felt slightly laid back enjoyable learning foundations coding,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_e6a48d0e84,What aspects of this course would you like to see improved?,"I have two thoughts for improvement.  1. Since quizzes happen fairly frequently or at the end of each week. Posting an anonymous (or not) survey that lists topics that were taught that week, while including info that was from previous weeks. Then students can check each box for what they feel like they are comfortable with. Similar to the mud/clear but where each voice can be seen and more ability to see how everyone feels, apart from quiz results.  2. Checking over assignments before publishing them. I understand that it can be hard with a busy schedule but so many assignments were retroactively edited or not caught until later, which caused lots of unnecessary confusion and struggle.",two thoughts improvement since quizzes happen fairly frequently end week posting anonymous not survey lists topics taught week including info previous weeks students check box feel like comfortable similar mud clear voice seen ability see everyone feels apart quiz results checking assignments publishing understand hard busy schedule many assignments retroactively edited not caught later caused lots unnecessary confusion struggle,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"I liked how it was paced, but the final felt too much like a previous assignment. I think that the final should defintely worded differently, as the way it was worded sounded just like the search and find assingment.",liked paced final felt much like previous assignment think final defintely worded differently way worded sounded like search find assingment,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_e6a48d0e84,What aspects of this course would you like to see improved?,"I would like to see more students go to coaching, but overall nothing much to imporve.",would like see students coaching overall nothing much imporve,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,"He had one of the best coach,(best was miku, but landon a second), I also had fun making my assignments more chaotic then they need to be.",one best [org] miku landon second also fun making assignments chaotic need,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"I liked that coding was pretty much day one, and we first went over the simpler topics before learning how to utilize those tools to create more complex programs and logic.",liked coding pretty much day one first went simpler topics learning utilize tools create complex programs logic,Positive
Course,,CSC110-SD Q,Introduction to Computer Science - Section D,q_e6a48d0e84,What aspects of this course would you like to see improved?,"While Java is easy to understand, I think having the programming language instead be something more commonly used in the industry would be more useful to learn.",[person] easy understand think programming language instead something commonly used industry would useful learn,Positive
Instructor,Michael Pritchard,CSC125 Q,Logical and Computational Thinking,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I think the instructor is well-versed in a variety of topics and has extensive experience in the field. This knowledge base allows him to provide a lot of useful information on the subject.,think instructor well versed variety topics extensive experience field knowledge base allows provide lot useful information subject,Positive
Instructor,Michael Pritchard,CSC125 Q,Logical and Computational Thinking,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,The professor had a good/effective presence.,professor good effective presence,Negative
Instructor,Michael Pritchard,CSC125 Q,Logical and Computational Thinking,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,"* Professor taught some lessons in ways that made the subject much less clear than it had already been. And some lessons were taught in ways that made me question if the professor actually understood the material or if he had looked it up and taken the first link google gave him. (ie a grammar lesson in place of a logic lesson because the term we were learning happens to exist in both contexts)    * I am very sure that I understand the subject matter better than the professor and that I can teach it better as well. Not just in theory. I helped several classmates to better understand the subject when it was explained poorly by the professor.    * Feedback was oftentimes timely but was sometimes delayed or entirely absent.    * Feedback was oftentimes unhelpful and vague.    * Some assignment instructions were very unclear, and when asked for clarification, an equally unclear retelling of those instructions was given, and no elaboration was given when elaboration was explicitly asked for.    * On multiple occasions the professor said they would push back the due date on an assignment but did not.    * On one occasion the professor pushed back the due date on a lengthy group assignment as promised, but within 48 hours of the original due date, the due date was moved back to the original time causing significant issues. No announcement, email, or other form of warning was given for the due date being changed back. Several days after the assignment had been due, the due date was pushed back again.    *Grading on group presentations was inherently unequal. It was stated that presentations would be partially graded based on the feedback of the rest of the class using a series of four questions. The questions used on day one were significantly different from those used on the other days, and I suspect that the nature of the day one questions would lead to much more lenient grading for the groups that presented that day than for all other groups. This is inherently unjust.",professor taught lessons ways made subject much less clear already lessons taught ways made question professor actually understood material looked taken first link google gave grammar lesson place logic lesson term learning happens exist contexts sure understand subject matter better professor teach better well not theory helped several classmates better understand subject explained poorly professor feedback oftentimes timely sometimes delayed entirely absent feedback oftentimes unhelpful vague assignment instructions unclear asked clarification equally unclear retelling instructions given elaboration given elaboration explicitly asked multiple occasions professor said would push back due date assignment not one occasion professor pushed back due date lengthy group assignment promised within hours original due date due date moved back original time causing significant issues announcement email form warning given due date changed back several days assignment due due date pushed back grading group presentations inherently unequal stated presentations would partially graded based feedback rest class using series four questions questions used day one significantly different used days suspect nature day one questions would lead much lenient grading groups presented day groups inherently unjust,Negative
Instructor,Michael Pritchard,CSC125 Q,Logical and Computational Thinking,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I appreciate his correcting of ignorance,appreciate correcting ignorance,Positive
Instructor,Michael Pritchard,CSC125 Q,Logical and Computational Thinking,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Cookies, truth tables",cookies truth tables,Positive
Instructor,Michael Pritchard,CSC125 Q,Logical and Computational Thinking,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"There were cookies on the table, if we wanted them.",cookies table wanted,Positive
Instructor,Michael Pritchard,CSC125 Q,Logical and Computational Thinking,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"The instructor felt extremely passionate about the topics presented in-class. It was enjoyable to experience all the different aspects given on the topics, as well as exploring all the parts of logical and computational thinking.",instructor felt extremely passionate topics presented class enjoyable experience different aspects given topics well exploring parts logical computational thinking,Positive
Instructor,Michael Pritchard,CSC125 Q,Logical and Computational Thinking,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I think that he was pretty honest. Which was really nice in what opinions he had to say.,think pretty honest really nice opinions say,Neutral
Instructor,Michael Pritchard,CSC125 Q,Logical and Computational Thinking,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I felt like things were taught at a comfortable pace that allowed me to learn everything that was required.,felt like things taught comfortable pace allowed learn everything required,Positive
Course,,CSC125 Q,Logical and Computational Thinking,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I appreciated learning specific information about logical speech and its use in programs or the like.,appreciated learning specific information logical speech use programs like,Neutral
Course,,CSC125 Q,Logical and Computational Thinking,q_e6a48d0e84,What aspects of this course would you like to see improved?,I would like to see more specific usages of this knowledge in the processes that we will follow in the workforce.,would like see specific usages knowledge processes follow workforce,Neutral
Course,,CSC125 Q,Logical and Computational Thinking,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"I enjoyed learning about truth tables, and believe those will be of benefit in the future.",enjoyed learning truth tables believe benefit future,Neutral
Course,,CSC125 Q,Logical and Computational Thinking,q_e6a48d0e84,What aspects of this course would you like to see improved?,"* Assignment instructions need to be clear and direct.  * Assignments need to be adjusted to properly address the course subject rather than similar things in other subjects or things in other subjects with similar names.  * Quizzes need to be adjusted to properly assess the material we were taught.  * I understand why trick questions are in the quiz and in the context of this class, I believe they do belong in the quizzes, however, they need to all follow the same format (ie: the answer needs to be what is evaluated from the exact literal meaning of the words vs the answer needs to be what is evaluated from the most probable intended meaning of the words) because this was not always consistent.",assignment instructions need clear direct assignments need adjusted properly address course subject rather similar things subjects things subjects similar names quizzes need adjusted properly assess material taught understand trick questions quiz context class believe belong quizzes however need follow format answer needs evaluated exact literal meaning words answer needs evaluated probable intended meaning words not always consistent,Neutral
Course,,CSC125 Q,Logical and Computational Thinking,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,"* Most of the curriculum followed the course objectives. However, one lesson was a grammar lesson, and was in no way applicable to the subject matter.    * I do not feel that learning was assessed properly because instructions were often vague, making it very difficult to know what I was supposed to be doing. And I worry I will get a much lower score than I deserve due to making incorrect assumptions on what was supposed to be done or how it was supposed to be done due to the vague instructions and lack of clarification when asked.",curriculum followed course objectives however one lesson grammar lesson way applicable subject matter not feel learning assessed properly instructions often vague making difficult know supposed worry get much lower score deserve due making incorrect assumptions supposed done supposed done due vague instructions lack clarification asked,Neutral
Course,,CSC125 Q,Logical and Computational Thinking,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"Cookies, truth tables and logically figuring them out",cookies truth tables logically figuring,Positive
Course,,CSC125 Q,Logical and Computational Thinking,q_e6a48d0e84,What aspects of this course would you like to see improved?,"The argument/conclusion and premise part was taught ok, but asked us the use it in a way we haven't and I feel some of the language was confusing/too misinterpretable.",argument conclusion premise part taught asked use way feel language confusing misinterpretable,Positive
Course,,CSC125 Q,Logical and Computational Thinking,q_e6a48d0e84,What aspects of this course would you like to see improved?,"A lot of the people in this class did not like the argumentative portion, but I think it was all right.",lot people class not like argumentative portion think right,Neutral
Course,,CSC125 Q,Logical and Computational Thinking,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"The course focused on a new side of logic that I haven't seen before, so being able to cover this content was helpful and insightful",course focused new side logic seen able cover content helpful insightful,Neutral
Course,,CSC125 Q,Logical and Computational Thinking,q_e6a48d0e84,What aspects of this course would you like to see improved?,"We've been told before that the class was taught through 5 weeks rather than 10. Though it was nice being able to have an easier time in the class due to the extended timeline, as stated earlier the content in the class felt as if it was not difficult or in-depth enough to warrant the extended time",told class taught weeks rather though nice able easier time class due extended timeline stated earlier content class felt not difficult depth enough warrant extended time,Neutral
Course,,CSC125 Q,Logical and Computational Thinking,q_e6a48d0e84,What aspects of this course would you like to see improved?,Do not make it this long it deserves to be a shorter period of time,not make long deserves shorter period time,Neutral
Course,,CSC125 Q,Logical and Computational Thinking,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"It expanded upon logical thinking. Which is really nice because everyone needs it nowadays, especially for coders requiring lengthy statements.",expanded upon logical thinking really nice everyone needs nowadays especially coders requiring lengthy statements,Neutral
Course,,CSC125 Q,Logical and Computational Thinking,q_e6a48d0e84,What aspects of this course would you like to see improved?,Monotony and boredom were killers to me in class. I found it really hard to do these assignments because I felt like I couldn't find an applicable reason to really use it anywhere else.,[org] boredom killers class found really hard assignments felt like find applicable reason really use anywhere else,Neutral
Course,,CSC125 Q,Logical and Computational Thinking,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I enjoyed the pacing and felt the material will be useful in my work going forward.,enjoyed pacing felt material useful work going forward,Positive
Course,,CSC125 Q,Logical and Computational Thinking,q_e6a48d0e84,What aspects of this course would you like to see improved?,"Overall, I felt the research project at the end didn't make too much sense and I could have used some more clarification on what exactly was expected to come from it.",overall felt research project end make much sense could used clarification exactly expected come,Positive
Course,,CSC125 Q,Logical and Computational Thinking,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,i liked that it was a quarter long it made the pacing nice and didn't feel rushed when taking the class,liked quarter long made pacing nice feel rushed taking class,Positive
Course,,CSC125 Q,Logical and Computational Thinking,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked how it was expanded to a whole quarter so we could feasibly go over these things in more detail.,liked expanded whole quarter could feasibly things detail,Neutral
Course,,CSC125 Q,Logical and Computational Thinking,q_e6a48d0e84,What aspects of this course would you like to see improved?,"This course is originally designed to only be 1 sprint long, and you can definitely feel that it drags over both sprints.",course originally designed sprint long definitely feel drags sprints,Neutral
Instructor,Joshua Krebs,CSC160 Q,Application Development,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Takes it slow and always takes the time to cover or review concepts in a way that moves the class forward while also allowing others room to catch up,takes slow always takes time cover review concepts way moves class forward also allowing others room catch,Positive
Instructor,Joshua Krebs,CSC160 Q,Application Development,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Professor Krebs is very fun,professor [person] fun,Positive
Instructor,Joshua Krebs,CSC160 Q,Application Development,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"The instructor created an engaging learning environment, and it was clear to see that the instructor cared about each student in the class. The instructor was always available to answer questions about the content and was available after class to clear up any confusion.",instructor created engaging learning environment clear see instructor cared student class instructor always available answer questions content available class clear confusion,Positive
Instructor,Joshua Krebs,CSC160 Q,Application Development,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,The comments above is simply a small critique. Of course the instructor is great to have and it is fine to go off topic from time to time to shake-up an otherwise uninteresting environment,comments simply small critique course instructor great fine topic time time shake otherwise uninteresting environment,Positive
Instructor,Joshua Krebs,CSC160 Q,Application Development,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He is extremely friendly and communicates with the students great!!,extremely friendly communicates students great,Positive
Instructor,Joshua Krebs,CSC160 Q,Application Development,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,It felt really personal. I felt like I could instantly connect with the instructor and learn what he wanted us to do.,felt really personal felt like could instantly connect instructor learn wanted,Positive
Instructor,Joshua Krebs,CSC160 Q,Application Development,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He tells good stories that relate well to the assignments that we are working on,tells good stories relate well assignments working,Positive
Instructor,Joshua Krebs,CSC160 Q,Application Development,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Brings personal stories into the learning environment; very enthusiastic about what he's teaching.,brings personal stories learning environment enthusiastic teaching,Positive
Instructor,Joshua Krebs,CSC160 Q,Application Development,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I appreciate the willingness to be flexible and forgiving when it comes to due dates. I was late on one assignment, but after going to get help and fix my issues, he was willing to not dock me any points. If you put in the effort to get it done right, the late penalty is very forgiving.",appreciate willingness flexible forgiving comes due dates late one assignment going get help fix issues willing not dock points put effort get done right late penalty forgiving,Positive
Course,,CSC160 Q,Application Development,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked learning a new language that is extremely accessible and applicable to a wider range of disciplines.,liked learning new language extremely accessible applicable wider range disciplines,Positive
Course,,CSC160 Q,Application Development,q_e6a48d0e84,What aspects of this course would you like to see improved?,I think the course has way too much ground to cover and not nearly enough time.,think course way much ground cover not nearly enough time,Positive
Course,,CSC160 Q,Application Development,q_e6a48d0e84,What aspects of this course would you like to see improved?,Need more than 50 minutes per class period.,need minutes per class period,Neutral
Course,,CSC160 Q,Application Development,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,This course needs to be longer to actually get things done. 50 minutes is not enough time to learn all the things that are important in this class.,course needs longer actually get things done minutes not enough time learn things important class,Neutral
Course,,CSC160 Q,Application Development,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,This course covered the fundamentals of C#. It followed an easy-to-learn path that made the language simple to understand and learn,course covered fundamentals followed easy learn path made language simple understand learn,Positive
Course,,CSC160 Q,Application Development,q_e6a48d0e84,What aspects of this course would you like to see improved?,"It felt that the first half of the class was too basic, which led to a more difficult and time-restrictive second half. Specifically, it felt like the GUI segment of the class was rushed",felt first half class basic led difficult time restrictive second half specifically felt like [org] segment class rushed,Positive
Course,,CSC160 Q,Application Development,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,it combines two different coding verry well,combines two different coding verry well,Positive
Course,,CSC160 Q,Application Development,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,We were learning how to use an easier program that functions similarly to HTML.,learning use easier program functions similarly [org],Positive
Course,,CSC160 Q,Application Development,q_e6a48d0e84,What aspects of this course would you like to see improved?,A longer class. Feels like we didn't have enough time to actually do some of the assignments or didn't learn the material all that much.,longer class feels like enough time actually assignments learn material much,Positive
Course,,CSC160 Q,Application Development,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"The assignments were intriguing and challenging but possible to understand through documentation, coach, and teacher",assignments intriguing challenging possible understand documentation coach teacher,Positive
Course,,CSC160 Q,Application Development,q_e6a48d0e84,What aspects of this course would you like to see improved?,I wish there was more time in class for instruction.,wish time class instruction,Positive
Course,,CSC160 Q,Application Development,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked finally getting into C# and the few things that were cool about it.,liked finally getting things cool,Neutral
Course,,CSC160 Q,Application Development,q_e6a48d0e84,What aspects of this course would you like to see improved?,"This class needs more time. I would have very much liked to do the final, but I understand that Thanksgiving messed up a lot.",class needs time would much liked final understand thanksgiving messed lot,Neutral
Instructor,Chris Cantera,CSC180 Q,Open Source Platforms Development,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"His work is easy to follow, and I don't feel too overwhelmed by it",work easy follow feel overwhelmed,Neutral
Instructor,Joseph Shull,CSC220 Q,Fundamentals of Machine Learning,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He went through all the material slowly and thoroughly.,went material slowly thoroughly,Positive
Instructor,Joseph Shull,CSC220 Q,Fundamentals of Machine Learning,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I liked that he gave us multiple angles to a subject or problem, trying to relate it to something that we would already know or understand better than the new subject.",liked gave multiple angles subject problem trying relate something would already know understand better new subject,Positive
Instructor,Joseph Shull,CSC220 Q,Fundamentals of Machine Learning,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,"I think the instructor did well with this course for it being the first of the actual teaching it. I think the only thing that I would see making it better is a coach being added to the class, there was none this time but there were certain questions I had that I ended up googling to figure out but I could totally see a coach being a better option to explain it in the class context. Overall this was  an interesting course and I think the amount of assignments and how they all went really well with the lectures was a good point of the class, sometimes the class lecture would go over time though so I could see this being even better as a longer class period for more in depth coverage and longer time with the instructor to ask questions and assistance with anything.",think instructor well course first actual teaching think thing would see making better coach added class none time certain questions ended googling figure could totally see coach better option explain class context overall interesting course think amount assignments went really well lectures good point class sometimes class lecture would time though could see even better longer class period depth coverage longer time instructor ask questions assistance anything,Positive
Instructor,Joseph Shull,CSC220 Q,Fundamentals of Machine Learning,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Giving some examples to understand the topics without just giving us descriptions of what is happening and using a bunch of terms that everyone might not know.,giving examples understand topics without giving descriptions happening using bunch terms everyone might not know,Neutral
Instructor,Joseph Shull,CSC220 Q,Fundamentals of Machine Learning,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Mostly lecture based at the start of class, but then immediately hands-on, though there was a lot of personal exploration involved instead of the teacher walking you through it. Though for this class, I feel this was the better way to go.",mostly lecture based start class immediately hands though lot personal exploration involved instead teacher walking though class feel better way,Positive
Course,,CSC220 Q,Fundamentals of Machine Learning,q_1ccd0cb219,Other Comments – giving you the space to provide additional context on why you rated any of the above COURSE questions the way you did:,"I really liked this course, and how it was taught. I liked when we did a Kahoot before the midterm and I liked the interviews portion, although I wish we did more interview prep. Also sometimes if the instructor talks really fast at the end if we are running out of time. Brings me to my next point I wish class time was longer.",really liked course taught liked kahoot midterm liked interviews portion although wish interview prep also sometimes instructor talks really fast end running time brings next point wish class time longer,Positive
Course,,CSC220 Q,Fundamentals of Machine Learning,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked how we covered each part of the ML process with multiple different methods,liked covered part [org] process multiple different methods,Positive
Course,,CSC220 Q,Fundamentals of Machine Learning,q_e6a48d0e84,What aspects of this course would you like to see improved?,Give a little more time for learning clustering at the end,give little time learning clustering end,Positive
Course,,CSC220 Q,Fundamentals of Machine Learning,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I would like there to be more classtime dedicated to assignments.,would like classtime dedicated assignments,Positive
Course,,CSC220 Q,Fundamentals of Machine Learning,q_e6a48d0e84,What aspects of this course would you like to see improved?,There should be a coach added when avaliable,coach added avaliable,Positive
Course,,CSC220 Q,Fundamentals of Machine Learning,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I really enjoyed the claude code that was given to us and seeing how powerful it can be. I also enjoyed the actual conversations in class about stuff like AI even if that is not the main part of the class.,really enjoyed claude code given seeing powerful also enjoyed actual conversations class stuff like [gpe] even not main part class,Positive
Course,,CSC220 Q,Fundamentals of Machine Learning,q_e6a48d0e84,What aspects of this course would you like to see improved?,"I know Claude Code is not the main focus of the class, but with our class I thought we were going to do more with it actually in class.",know [person] not main focus class class thought going actually class,Positive
Course,,CSC220 Q,Fundamentals of Machine Learning,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"Very hands-on, personal exploration, but the teacher was there to help if necessary as well.",hands personal exploration teacher help necessary well,Positive
Course,,CSC220 Q,Fundamentals of Machine Learning,q_e6a48d0e84,What aspects of this course would you like to see improved?,I have no thoughts as of this moment on improvement.,thoughts moment improvement,Positive
Instructor,Joshua Krebs,CSC260 Q,Introduction to Dynamic Web Programming,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,He let me learn at my own pace and gave me the space I needed. He was also understanding in how the course guidelines were given. The in-class demonstrations were very helpful.,let learn pace gave space needed also understanding course guidelines given class demonstrations helpful,Positive
Instructor,Joshua Krebs,CSC260 Q,Introduction to Dynamic Web Programming,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,mr krebs did a really good job at making the class feel fun and genuinely took criticism and helped change some aspects based off that criticism.,[person] really good job making class feel fun genuinely took criticism helped change aspects based criticism,Positive
Instructor,Joshua Krebs,CSC260 Q,Introduction to Dynamic Web Programming,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,Professor Krebs is a very nice teacher who I feel (mostly) confident asking for clarification in lecture.,professor [person] nice teacher feel mostly confident asking clarification lecture,Positive
Instructor,Joshua Krebs,CSC260 Q,Introduction to Dynamic Web Programming,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,They were able able to reach me with by make the contact,able able reach make contact,Positive
Instructor,Joshua Krebs,CSC260 Q,Introduction to Dynamic Web Programming,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Making learning fun is an understatement with Krebs. It feels more like we're friends than teacher and student. His dynamic personality made even my least favorite parts of the class worth staying for. On top of that, he's understanding with due-dates and tardiness. Overall an amazing teacher.",making learning fun understatement [person] feels like friends teacher student dynamic personality made even least favorite parts class worth staying top understanding due dates tardiness overall amazing teacher,Positive
Instructor,Joshua Krebs,CSC260 Q,Introduction to Dynamic Web Programming,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"The method that you have for teaching being completely student driven is great to see. Instead of lectures, you give us small questions, and I appreciate that. I also appreciate that you take the time to revitalize courses that are running behind or dry and are very open about it.",method teaching completely student driven great see instead lectures give small questions appreciate also appreciate take time revitalize courses running behind dry open,Positive
Instructor,Joshua Krebs,CSC260 Q,Introduction to Dynamic Web Programming,q_79a4ba9a4a,Other Comments – giving you the space to provide additional context on why you rated any of the above INSTRUCTOR questions the way you did:,"You're very enjoyable, and I was glad to have a class with you.",enjoyable glad class,Positive
Instructor,Joshua Krebs,CSC260 Q,Introduction to Dynamic Web Programming,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"I like Professor Krebs' attitude toward teaching, and the way he relates information to things we already know. I also like his .NET history lessons.",like professor [person] attitude toward teaching way relates information things already know also like net history lessons,Positive
Instructor,Joshua Krebs,CSC260 Q,Introduction to Dynamic Web Programming,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,"Overall, his style of teaching aligns well with how I learn. Also, I feel like encouraging, but not ultimately requiring, outside exploration of material along with providing resources for this exploration is very helpful.",overall style teaching aligns well learn also feel like encouraging not ultimately requiring outside exploration material along providing resources exploration helpful,Positive
Instructor,Joshua Krebs,CSC260 Q,Introduction to Dynamic Web Programming,q_be08df00b0,What  specifically  did you appreciate about the instructor’s teaching?,I enjoyed their optimism and jokes that made the class feel less stressful.,enjoyed optimism jokes made class feel less stressful,Positive
Course,,CSC260 Q,Introduction to Dynamic Web Programming,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"The in-depth descriptions of assignments and clear rules. I also enjoyed the pass-off OR video requirements, which made things more manageable.",depth descriptions assignments clear rules also enjoyed pass video requirements made things manageable,Positive
Course,,CSC260 Q,Introduction to Dynamic Web Programming,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I like that i was able to learn a new way to make front end websites to developed stuff,like able learn new way make front end websites developed stuff,Positive
Course,,CSC260 Q,Introduction to Dynamic Web Programming,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I felt like I was finally applying what I learned for html and css previously. Blazor is a godsend and it makes web development so much nicer.,felt like finally applying learned html css previously blazor godsend makes web development much nicer,Positive
Course,,CSC260 Q,Introduction to Dynamic Web Programming,q_e6a48d0e84,What aspects of this course would you like to see improved?,Give the instructors more time. I would gladly have an hour/hour and a half long class with Krebs so we could actually get to everything we needed to.,give instructors time would gladly hour hour half long class [person] could actually get everything needed,Positive
Course,,CSC260 Q,Introduction to Dynamic Web Programming,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,"The most fulfilling part about this course for me is reliably taking my previous experiences with C# and applying them here. The previous course was a great starter for that, and I am glad to see everything we learned there applied to this course too.",fulfilling part course reliably taking previous experiences applying previous course great starter glad see everything learned applied course,Positive
Course,,CSC260 Q,Introduction to Dynamic Web Programming,q_e6a48d0e84,What aspects of this course would you like to see improved?,"My only critique is about the video game library part 3 and 4. This may just be because of improper pacing at some point, putting us behind, or the holidays got in the middle of newer subjects, but I feel like they should be the same assignment. When I came to you yesterday to pass off part 3, I also accidentally had part 4 done. In short, I don't think there was enough meat on part 4 to feel significant since most of it was copying and pasting previous work.",critique video game library part may improper pacing point putting behind holidays got middle newer subjects feel like assignment came yesterday pass part also accidentally part done short think enough meat part feel significant since copying pasting previous work,Positive
Course,,CSC260 Q,Introduction to Dynamic Web Programming,q_79331b98eb,What  specifically  did you like about this course and its curriculum?,I liked learning the basics of web architecture and how databases can interact with websites.,liked learning basics web architecture databases interact websites,Neutral
Course,,CSC260 Q,Introduction to Dynamic Web Programming,q_e6a48d0e84,What aspects of this course would you like to see improved?,"The course felt much heavier toward the end of the course, and made the final weeks very stressful.",course felt much heavier toward end course made final weeks stressful,Neutral
